Intitulé gare;Code UIC;Segment DRG;Niveau de service;Nombre plateformes;WGS 84;Code postal;Commune;Département;Région
Audruicq;0087281428;b;1;1;50.87567, 2.07636;62370;Audruicq;Pas-de-Calais;Nord-Pas-de-Calais
Pont d'Ardres;0087281410;c;1;1;50.8920781, 1.9712144;62610;Ardres;Pas-de-Calais;Nord-Pas-de-Calais
Coudekerque-Branche;0087281402;c;1;1;51.0177069, 2.3751425;59210;Coudekerque-Branche;Nord;Nord-Pas-de-Calais
Croix l'Allumette;0087281055;c;1;1;50.6872009, 3.1516591;59170;Croix;Nord;Nord-Pas-de-Calais
Chambly;0087276725;b;1;1;49.16362, 2.24048;60230;Chambly;Oise;Picardie
Compiègne;0087276691;a;2;1;49.422005, 2.823679;60200;Compiègne;Oise;Picardie
Saint-Leu-la-Forêt;0087276600;b;;1;49.01571, 2.24264;95320;Saint-Leu-la-Forêt;Val-d'Oise;Île-de-France
Valmondois;0087276535;b;;1;49.09182, 2.20238;95430;Butry-sur-Oise;Val-d'Oise;Île-de-France
Montsoult - Maffliers;0087276493;b;;1;49.06611, 2.32229;95560;Montsoult;Val-d'Oise;Île-de-France
Bruyères-sur-Oise;0087276451;c;;1;49.1552098, 2.3259636;95820;Bruyères-sur-Oise;Val-d'Oise;Île-de-France
Boran-sur-Oise;0087276444;c;1;1;49.1671348, 2.362537;60820;Boran-sur-Oise;Oise;Picardie
Les Noues;0087276238;b;;1;49.03234, 2.47633;95190;Goussainville;Val-d'Oise;Île-de-France
Liancourt - Rantigny;0087276212;b;1;1;49.32471, 2.44532;60140;Rantigny;Oise;Picardie
Villaines;0087272021;c;;1;49.0798273, 2.3513736;95570;Villaines-sous-Bois;Val-d'Oise;Île-de-France
Jaux;0087272013;c;1;1;49.3868029, 2.777316;60880;Jaux;Oise;Picardie
Mitry - Claye;0087271528;b;;1;48.97569, 2.64247;77290;Mitry-Mory;Seine-et-Marne;Île-de-France
Saint-Denis;0087271015;b;;1;48.9354933, 2.3459524;93200;Saint-Denis;Seine-Saint-Denis;Île-de-France
Lille Europe;0087223263;a;3;1;50.639224, 3.075796;59777;Lille;Nord;Nord-Pas-de-Calais
Diemeringen;0087215665;b;1;1;48.9405, 7.18529;67430;Diemeringen;Bas-Rhin;Alsace
Keskastel;0087215491;c;1;1;48.9656988, 7.0489315;67260;Keskastel;Bas-Rhin;Alsace
Berthelming;0087215335;c;1;1;48.8096475, 7.0087859;57930;Berthelming;Moselle;Lorraine
Igney - Avricourt;0087215103;c;1;1;48.6467012, 6.8053062;54450;Avricourt;Meurthe-et-Moselle;Lorraine
Sarrebourg;0087215012;b;2;1;48.73808, 7.05285;57400;Sarrebourg;Moselle;Lorraine
Bischoffsheim;0087214296;b;1;1;48.48701, 7.49772;67830;Bischoffsheim;Bas-Rhin;Alsace
Matzenheim;0087214130;c;1;1;48.3987556, 7.6196003;67150;Matzenheim;Bas-Rhin;Alsace
Sélestat;0087214056;b;2;1;48.2601166, 7.443278;67600;Sélestat;Bas-Rhin;Alsace
Hunspach;0087213454;c;1;1;48.9616379, 7.9537409;67250;Hunspach;Bas-Rhin;Alsace
Hoffen;0087213447;c;1;1;48.9312475, 7.933587;67250;Hoffen;Bas-Rhin;Alsace
Niederbronn-les-Bains;0087213256;b;1;1;48.9523989, 7.6341348;67110;Niederbronn-les-Bains;Bas-Rhin;Alsace
Schweighouse-sur-Moder;0087213108;c;1;1;48.8286765, 7.7425635;67590;Schweighouse-sur-Moder;Bas-Rhin;Alsace
Val de Fontenay;0087113712;b;;1;48.854238, 2.489097;94120;Fontenay-sous-Bois;Val-de-Marne;Île-de-France
Gagny;0087113514;b;;1;48.883125, 2.527106;93220;Gagny;Seine-Saint-Denis;Île-de-France
Bondy;0087113407;b;;1;48.894208, 2.4786;93140;Bondy;Seine-Saint-Denis;Île-de-France
Pantin;0087113209;b;;1;48.898096, 2.400685;93500;Pantin;Seine-Saint-Denis;Île-de-France
Paris Est;0087113001;a;3;1;48.876742, 2.358424;75010;Paris;Paris;Île-de-France
Châteaubriant Tram Train;0087590372;;;1;;44110;Châteaubriant;Loire-Atlantique;Pays de la Loire
Montauban Ville Bourbon;0087611244;a;2;1;44.014387, 1.341496;82000;Montauban;Tarn-et-Garonne;Midi-Pyrénées
Montréjeau - Gourdan-Polignan;0087611152;b;1;1;43.078109, 0.5735;31210;Gourdan-Polignan;Haute-Garonne;Midi-Pyrénées
Muret;0087611038;b;2;1;43.464824, 1.324449;31600;Muret;Haute-Garonne;Midi-Pyrénées
Montaigut;0087597674;c;1;1;46.1367425, 1.7339815;23320;Montaigut-le-Blanc;Creuse;Limousin
Reuilly;0087597039;c;1;1;47.0853677, 2.0474783;36260;Reuilly;Indre;Centre
Siorac-en-Périgord;0087595769;c;1;1;44.8197409, 0.9844566;24170;Siorac-en-Périgord;Dordogne;Aquitaine
Le Bugue;0087595744;c;1;1;44.9056892, 0.942795;24260;Bugue;Dordogne;Aquitaine
Les Versannes;0087595702;c;1;1;45.088775, 0.8574682;24330;Douze;Dordogne;Aquitaine
Négrondes;0087595132;c;1;1;45.3460288, 0.8611999;24460;Négrondes;Dordogne;Aquitaine
Périgueux;0087595009;b;2;1;45.187408, 0.707879;24000;Périgueux;Dordogne;Aquitaine
Pompadour;0087594663;c;1;1;45.3952807, 1.3871677;19410;Arnac-Pompadour;Corrèze;Limousin
Objat;0087594630;c;1;1;45.2647335, 1.4068293;19130;Objat;Corrèze;Limousin
Saint-Aulaire;0087594622;c;1;1;45.2488414, 1.3986965;19130;Saint-Aulaire;Corrèze;Limousin
Le Burg;0087594614;c;1;1;45.2157957, 1.4298135;19240;Varetz;Corrèze;Limousin
Tulle;0087594499;b;1;1;45.258725, 1.756467;19000;Tulle;Corrèze;Limousin
Cornil;0087594481;c;1;1;45.2151758, 1.6978482;19150;Cornil;Corrèze;Limousin
Larche;0087594424;c;1;1;45.1321707, 1.416143;19600;Larche;Corrèze;Limousin
La Rivière de Mansac;0087594416;c;1;1;45.139681, 1.3655086;19520;Mansac;Corrèze;Limousin
Meymac;0087594275;c;1;1;45.5302313, 2.1640905;19250;Meymac;Corrèze;Limousin
Corrèze;0087594119;c;1;1;45.3294801, 1.8810793;19800;Corrèze;Corrèze;Limousin
Saint-Yrieix;0087592824;c;1;1;45.5192516, 1.2053608;87500;Saint-Yrieix-la-Perche;Haute-Vienne;Limousin
Bussière-Galant;0087592741;c;1;1;45.6076224, 1.0261372;87230;Bussière-Galant;Haute-Vienne;Limousin
Saillat - Chassenon;0087592717;c;1;1;45.8696297, 0.8117415;87720;Saillat-sur-Vienne;Haute-Vienne;Limousin
Saint-Brice-sur-Vienne;0087592691;c;1;1;45.8781476, 0.9523481;87200;Saint-Brice-sur-Vienne;Haute-Vienne;Limousin
La Coquille;0087592501;c;1;1;45.5408509, 0.9744005;24450;Coquille;Dordogne;Aquitaine
Bellac;0087592485;c;1;1;46.1252044, 1.0461168;87300;Bellac;Haute-Vienne;Limousin
Nantiat;0087592444;c;1;1;46.0056192, 1.1563734;87140;Nantiat;Haute-Vienne;Limousin
Peyrilhac - Saint-Jouvent;0087592428;c;1;1;45.9596182, 1.1699844;87510;Peyrilhac;Haute-Vienne;Limousin
Nieul;0087592410;c;1;1;45.9273896, 1.1723974;87510;Nieul;Haute-Vienne;Limousin
La Jonchère;0087592337;c;1;1;45.9944577, 1.4803853;87340;Jonchère-Saint-Maurice;Haute-Vienne;Limousin
La Porcherie;0087592295;c;1;1;45.5740586, 1.5383469;87380;Porcherie;Haute-Vienne;Limousin
Pierre-Buffière;0087592253;c;1;1;45.6995226, 1.3472667;87260;Pierre-Buffière;Haute-Vienne;Limousin
Pérols-sur-Vézère;0087592170;c;1;1;45.5848341, 1.97767;19170;Pérols-sur-Vézère;Corrèze;Limousin
Bugeat;0087592162;c;1;1;45.6005968, 1.9248147;19170;Bugeat;Corrèze;Limousin
La Chapelle - Aulnay;0087590364;c;1;1;47.3087224, -1.5414844;44240;Chapelle-sur-Erdre;Loire-Atlantique;Pays de la Loire
Tonneins;0087586651;b;1;1;44.392796, 0.314093;47400;Tonneins;Lot-et-Garonne;Aquitaine
Pont-du-Casse;0087586404;c;1;1;44.2328145, 0.6758568;47480;Pont-du-Casse;Lot-et-Garonne;Aquitaine
Port-Sainte-Marie;0087586107;c;1;1;44.2504383, 0.3905059;47130;Port-Sainte-Marie;Lot-et-Garonne;Aquitaine
Agen;0087586008;a;2;1;44.208311, 0.620932;47000;Agen;Lot-et-Garonne;Aquitaine
Les Églisottes;0087584532;c;1;1;45.0942299, -0.0437576;33230;Églisottes-et-Chalaures;Gironde;Aquitaine
Gardonne;0087584235;c;1;1;44.8347538, 0.3319427;24680;Gardonne;Dordogne;Aquitaine
Castillon;0087584136;b;1;1;44.856999, -0.04066;33350;Castillon-la-Bataille;Gironde;Aquitaine
Chalais;0087583690;c;1;1;45.2708327, 0.0435966;16210;Chalais;Charente;Poitou-Charentes
Chasseneuil-sur-Bonnieure;0087583443;c;1;1;45.8244091, 0.4535528;16260;Chasseneuil-sur-Bonnieure;Charente;Poitou-Charentes
Gironde;0087582858;c;1;1;44.583292, -0.0920127;33190;Gironde-sur-Dropt;Gironde;Aquitaine
Barsac;0087582759;c;1;1;44.6054306, -0.3215775;33720;Barsac;Gironde;Aquitaine
Gazinet Cestas;0087582403;b;1;1;44.772218, -0.69949;33610;Cestas;Gironde;Aquitaine
Bassens;0087581850;c;1;1;44.9012933, -0.5223144;33530;Bassens;Gironde;Aquitaine
Pessac;0087581751;b;1;1;44.80461, -0.63185;33600;Pessac;Gironde;Aquitaine
Parempuyre;0087581710;c;1;1;44.9447032, -0.6193396;33290;Parempuyre;Gironde;Aquitaine
Lesparre;0087581314;c;1;1;45.3035166, -0.9454015;33340;Lesparre-Médoc;Gironde;Aquitaine
Selles-sur-Cher;0087576868;c;1;1;47.2816956, 1.5461989;41130;Selles-sur-Cher;Loir-et-Cher;Centre
Nérondes;0087576454;c;1;1;46.9996897, 2.8221695;18350;Nérondes;Cher;Centre
Châteauneuf-sur-Cher;0087576298;c;1;1;46.8568144, 2.3103826;18190;Châteauneuf-sur-Cher;Cher;Centre
Valençay;0087576215;c;1;1;47.163172, 1.5584442;36600;Valençay;Indre;Centre
Loreux;0087576157;c;1;1;47.3902731, 1.8345356;41200;Loreux;Loir-et-Cher;Centre
Montmorillon;0087575480;c;1;1;46.4174979, 0.8737467;86500;Montmorillon;Vienne;Poitou-Charentes
Anché - Voulon;0087575332;c;1;1;46.3496187, 0.2503424;86700;Anché;Vienne;Poitou-Charentes
Ligugé;0087575274;c;1;1;46.5203091, 0.3331733;86240;Ligugé;Vienne;Poitou-Charentes
Chasseneuil-du-Poitou;0087575225;c;1;1;46.6517702, 0.3730275;86360;Chasseneuil-du-Poitou;Vienne;Poitou-Charentes
Ingrandes sur Vienne;0087575134;c;1;1;46.8746283, 0.5691164;86220;Ingrandes;Vienne;Poitou-Charentes
Villeperdue;0087575043;c;1;1;47.2020438, 0.6336449;37260;Villeperdue;Indre-et-Loire;Centre
Monts;0087575035;b;1;1;47.2818, 0.65448;37260;Monts;Indre-et-Loire;Centre
Montrichard;0087574855;c;1;1;47.3437658, 1.1717596;41400;Montrichard;Loir-et-Cher;Centre
Notre-Dame-d'Oé;0087574699;c;1;1;47.4595668, 0.7070252;37390;Notre-Dame-d'Oé;Indre-et-Loire;Centre
Fréteval - Morée;0087574533;c;1;1;47.8919172, 1.211813;41160;Fréteval;Loir-et-Cher;Centre
Chouzy;0087574301;c;1;1;47.5203249, 1.247846;41150;Chouzy-sur-Cisse;Loir-et-Cher;Centre
La Chaussée-Saint-Victor;0087574251;c;1;1;47.6127952, 1.3537834;41260;Chaussée-Saint-Victor;Loir-et-Cher;Centre
Baule;0087574152;c;1;1;47.8117535, 1.668127;45130;Baule;Loiret;Centre
La Chapelle-sur-Loire;0087571802;c;1;1;47.251227, 0.2184812;37140;Chapelle-sur-Loire;Indre-et-Loire;Centre
Druye;0087571612;c;1;1;47.3070191, 0.5354805;37190;Druye;Indre-et-Loire;Centre
Saint-Paterne;0087571554;c;1;1;47.6042003, 0.4783289;37370;Saint-Paterne-Racan;Indre-et-Loire;Centre
Chambourg;0087571463;c;1;1;47.1821629, 0.9648363;37310;Chambourg-sur-Indre;Indre-et-Loire;Centre
Montbazon;0087571406;c;1;1;47.2917191, 0.7214769;37250;Montbazon;Indre-et-Loire;Centre
Vendôme - Villiers-sur-Loir;0087571216;a;2;1;47.821937, 1.021143;41100;Vendôme;Loir-et-Cher;Centre
Tours;0087571000;a;3;1;47.389781, 0.693703;37000;Tours;Indre-et-Loire;Centre
Lentilly Charpenay;0087566919;c;1;1;45.8165247, 4.6824009;69210;Lentilly;Rhône;Rhône-Alpes
Halte de Fontanil – Lycée de Drap;0087565143;c;;1;43.7641521, 7.3388541;06340;Drap;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Saint-Michel Notre-Dame;0087547315;b;;1;;75005;Paris;Paris;Île-de-France
Paris Austerlitz;0087547000 0087547026;a b;3 2;2;48.842285, 2.364891;75013;Paris;Paris;Île-de-France
Les Saules;0087546226;b;;1;48.7454924, 2.417366;94310;Orly;Val-de-Marne;Île-de-France
Orly Ville;0087546200;b;;1;48.741815, 2.40265;94310;Orly;Val-de-Marne;Île-de-France
Saint-Chéron;0087545509;b;;1;48.551188, 2.125597;91530;Saint-Chéron;Essonne;Île-de-France
Breuillet Village;0087545491;b;;1;48.564776, 2.171207;91650;Breuillet;Essonne;Île-de-France
Égly;0087545475;b;;1;48.582364, 2.222138;91520;Égly;Essonne;Île-de-France
Ablon;0087545269;b;;1;48.725468, 2.419151;94480;Ablon-sur-Seine;Val-de-Marne;Île-de-France
Sainte-Geneviève-des-Bois;0087545210;b;;1;48.653245, 2.313161;91700;Sainte-Geneviève-des-Bois;Essonne;Île-de-France
Saint-Michel-sur-Orge;0087545202;b;;1;48.635479, 2.306632;91240;Saint-Michel-sur-Orge;Essonne;Île-de-France
Guillerval;0087545129;c;;1;48.3744455, 2.0598748;91690;Guillerval;Essonne;Île-de-France
Chevilly;0087543041;c;1;1;48.0266215, 1.8793013;45520;Chevilly;Loiret;Centre
Orléans;0087543009;a;2;1;47.90796, 1.904666;45000;Orléans;Loiret;Centre
Royan;0087491803;b;1;1;45.625886, -1.016703;17200;Royan;Charente-Maritime;Poitou-Charentes
La Grave d'Ambarès;0087491274;c;1;1;44.9356421, -0.477021;33440;Ambarès-et-Lagrave;Gironde;Aquitaine
Aubie - Saint-Antoine;0087491233;c;1;1;45.0151419, -0.4198843;33240;Aubie-et-Espessas;Gironde;Aquitaine
Massy - Verrières;0087383281;b;;1;48.7343097, 2.2736721;91300;Massy;Essonne;Île-de-France
Versailles Rive Droite;0087382861;b;;1;48.8096525, 2.1347523;78000;Versailles;Yvelines;Île-de-France
Cergy le Haut;0087382655;b;;1;49.0484932, 2.0118725;95800;Cergy;Val-d'Oise;Île-de-France
Marly-le-Roi;0087382465;b;;1;48.8713084, 2.0965436;78160;Marly-le-Roi;Yvelines;Île-de-France
Saint-Cloud;0087382358;b;;1;48.84541, 2.21687;92210;Saint-Cloud;Hauts-de-Seine;Île-de-France
Thun le Paradis;0087381822;b;;1;49.00687, 1.91922;78250;Meulan-en-Yvelines;Yvelines;Île-de-France
Maule;0087381723;b;;1;48.90917, 1.85708;78580;Maule;Yvelines;Île-de-France
Issou - Porcheville;0087381574;b;;1;48.97931, 1.78532;78440;Issou;Yvelines;Île-de-France
Mantes-la-Jolie;0087381509;b;;1;48.98984, 1.70337;78200;Mantes-la-Jolie;Yvelines;Île-de-France
Ur les Escaldes;0087784884;c;1;1;42.457481, 1.9404821;66760;Ur;Pyrénées-Orientales;Languedoc-Roussillon
Bourg-Madame;0087784876;c;1;1;42.4324069, 1.9486704;66760;Bourg-Madame;Pyrénées-Orientales;Languedoc-Roussillon
Sainte-Léocadie;0087784850;c;1;1;42.4411844, 2.0104348;66800;Sainte-Léocadie;Pyrénées-Orientales;Languedoc-Roussillon
Saillagouse;0087784835;c;1;1;42.4568855, 2.0321126;66800;Saillagouse;Pyrénées-Orientales;Languedoc-Roussillon
Estavar;0087784827;c;1;1;42.4632434, 2.0179071;66800;Estavar;Pyrénées-Orientales;Languedoc-Roussillon
Bolquère - Eyne;0087784801;c;1;1;42.4978734, 2.0875591;66210;Cabanasse;Pyrénées-Orientales;Languedoc-Roussillon
Fontpédrouse Saint-Thomas les Bains;0087784769;c;1;1;42.5138062, 2.1886585;66360;Fontpédrouse;Pyrénées-Orientales;Languedoc-Roussillon
Serdinya;0087784702;c;1;1;42.567023, 2.3230869;66360;Serdinya;Pyrénées-Orientales;Languedoc-Roussillon
Villefranche - Vernet-les-Bains;0087784686;b;1;1;42.591998, 2.370396;66820;Villefranche-de-Conflent;Pyrénées-Orientales;Languedoc-Roussillon
Ria;0087784660;c;1;1;42.6034078, 2.3907488;66500;Ria-Sirach;Pyrénées-Orientales;Languedoc-Roussillon
Ille-sur-Têt;0087784561;c;1;1;42.6682396, 2.6242863;66130;Ille-sur-Têt;Pyrénées-Orientales;Languedoc-Roussillon
Le Soler;0087784512;c;1;1;42.6787626, 2.7930798;66270;Soler;Pyrénées-Orientales;Languedoc-Roussillon
Port-Vendres;0087784264;c;1;1;42.5136077, 3.1025762;66660;Port-Vendres;Pyrénées-Orientales;Languedoc-Roussillon
Elne;0087784207;c;1;1;42.5971138, 2.9635851;66200;Elne;Pyrénées-Orientales;Languedoc-Roussillon
Perpignan;0087784009;a;2;1;42.696292, 2.879779;66027;Perpignan;Pyrénées-Orientales;Languedoc-Roussillon
Allenc;0087783654;c;1;1;44.541296, 3.6638926;48190;Allenc;Lozère;Languedoc-Roussillon
Banassac - La Canourgue;0087783324;c;1;1;44.4477632, 3.1958518;48500;Banassac;Lozère;Languedoc-Roussillon
Marvejols;0087783282;c;1;1;44.5446819, 3.2810718;48100;Marvejols;Lozère;Languedoc-Roussillon
Millau;0087783001;b;1;1;44.102344, 3.07457;12100;Millau;Aveyron;Midi-Pyrénées
Leucate la Franqui;0087781088;c;1;1;42.9327725, 3.0128555;11370;Leucate;Aude;Languedoc-Roussillon
Béziers;0087781005;a;2;1;43.33633, 3.218873;34500;Béziers;Hérault;Languedoc-Roussillon
Aigues-Mortes;0087775858;c;1;1;43.5709008, 4.1912102;30220;Aigues-Mortes;Gard;Languedoc-Roussillon
Vauvert;0087775817;c;1;1;43.6950375, 4.270165;30600;Vauvert;Gard;Languedoc-Roussillon
Beauvoisin;0087775809;c;1;1;43.7245026, 4.3212178;30640;Beauvoisin;Gard;Languedoc-Roussillon
Fons - Saint-Mamert;0087775379;c;1;1;43.9073195, 4.2066687;30730;Fons;Gard;Languedoc-Roussillon
Saint-Geniès-de-Malgoirès;0087775361;c;1;1;43.9501684, 4.2149416;30190;Saint-Geniès-de-Malgoirès;Gard;Languedoc-Roussillon
La Levade;0087775247;c;1;1;44.228602, 4.0102736;30110;Grand-Combe;Gard;Languedoc-Roussillon
Milhaud;0087775098;c;1;1;43.7884886, 4.3033268;30540;Milhaud;Gard;Languedoc-Roussillon
Saint-Césaire;0087775072;c;1;1;43.8133863, 4.3276399;30900;Saint-Césaire-de-Gauzignan;Gard;Languedoc-Roussillon
Lunel-Viel;0087773424;c;1;1;43.6811729, 4.0937398;34400;Lunel-Viel;Hérault;Languedoc-Roussillon
Sète;0087773200;a;2;1;43.412485, 3.69656;34200;Sète;Hérault;Languedoc-Roussillon
Bédarrides;0087765198;c;1;1;44.0407636, 4.8931321;84370;Bédarrides;Vaucluse;Provence-Alpes-Côte d'Azur
Briançon;0087763607;b;1;1;44.889853, 6.633007;05100;Briançon;Hautes-Alpes;Provence-Alpes-Côte d'Azur
Chorges;0087763425;c;1;1;44.5458415, 6.2718887;05230;Chorges;Hautes-Alpes;Provence-Alpes-Côte d'Azur
Poliénas;0087761742;c;1;1;45.256006, 5.4735849;38210;Poliénas;Isère;Rhône-Alpes
Saint-Joseph le Castellas;0087759316;c;1;1;43.3518976, 5.3770681;13015;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Grasse;0087757724;b;1;1;43.653317, 6.925524;06520;Grasse;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Biot;0087757690;b;1;1;43.610951, 7.12609;06410;Biot;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Agay;0087757559;c;1;1;43.4313701, 6.8564997;83530;Saint-Raphaël;Var;Provence-Alpes-Côte d'Azur
Breil-sur-Roya;0087756833;c;1;1;43.944039, 7.5163276;06540;Breil-sur-Roya;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Peille;0087756791;c;1;1;43.7920239, 7.3800257;06440;Peille;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Peillon - Sainte-Thècle;0087756783;c;1;1;43.767846, 7.366807;06440;Peillon;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Roquebrune-Cap-Martin;0087756460;c;1;1;43.7606178, 7.457343;06190;Roquebrune-Cap-Martin;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Villefranche-sur-Mer;0087756361;b;1;1;43.707061, 7.314129;06230;Villefranche-sur-Mer;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Nice Riquier;0087756353;b;1;1;43.705554, 7.290175;06300;Nice;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Nice;0087756056;a;3;1;43.704556, 7.261904;06008;Nice;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Le Luc - Le Cannet;0087755405;c;1;1;43.3902379, 6.3430972;83340;Cannet-des-Maures;Var;Provence-Alpes-Côte d'Azur
Bandol;0087755223;b;1;1;43.140344, 5.750118;83150;Bandol;Var;Provence-Alpes-Côte d'Azur
Sénas;0087753715;c;1;1;43.7409571, 5.0733645;13560;Sénas;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Carry-le-Rouet;0087753566;b;1;1;43.336592, 5.153594;13620;Carry-le-Rouet;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Pas des Lanciers;0087753285;b;1;1;43.409655, 5.253822;13730;Saint-Victoret;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Miramas;0087753004;b;2;1;43.580704, 5.000264;13140;Miramas;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
La Ciotat;0087751784;b;1;1;43.199593, 5.632647;13600;Ciotat;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Saint-Louis les Aygalades;0087751644;c;1;1;43.3461208, 5.3651173;13000;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Marseille Saint-Charles;0087751008;a;3;1;43.302666, 5.380407;13232;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Clelles - Mens;0087747626;c;1;1;44.8272443, 5.6050622;38930;Clelles;Isère;Rhône-Alpes
Saint-Georges-de-Commiers;0087747568;c;1;1;45.0437667, 5.7017874;38450;Saint-Georges-de-Commiers;Isère;Rhône-Alpes
Jarrie - Vizille;0087747535;c;1;1;45.0854543, 5.7424487;38560;Jarrie;Isère;Rhône-Alpes
Pont-de-Claix;0087747519;c;1;1;45.1251549, 5.6998669;38800;Pont-de-Claix;Isère;Rhône-Alpes
Grenoble Universités - Gières;0087747402;b;1;1;45.184877, 5.78474;38610;Gières;Isère;Rhône-Alpes
Voreppe;0087747337;b;1;1;45.290417, 5.632119;38340;Voreppe;Isère;Rhône-Alpes
Rives;0087747246;b;1;1;45.357535, 5.491893;38140;Rives;Isère;Rhône-Alpes
La Joux;0087746842;c;1;1;45.9657075, 6.910179;74400;Chamonix-Mont-Blanc;Haute-Savoie;Rhône-Alpes
Chedde;0087746701;c;1;1;45.9263464, 6.7197662;74190;Passy;Haute-Savoie;Rhône-Alpes
Seyssel - Corbonod;0087745828;c;1;1;45.9630307, 5.8315162;01420;Corbonod;Ain;Rhône-Alpes
Perrignier;0087745620;c;1;1;46.303259, 6.4249208;74550;Perrignier;Haute-Savoie;Rhône-Alpes
Tenay - Hauteville;0087743757;c;1;1;45.9222096, 5.5016101;01970;Argis;Ain;Rhône-Alpes
Ambérieu-en-Bugey;0087743716;b;1;1;45.954008, 5.342388;01500;Ambérieu-en-Bugey;Ain;Rhône-Alpes
Ceyzériat;0087743302;c;1;1;46.1834877, 5.3258417;01250;Ceyzériat;Ain;Rhône-Alpes
Bourg-en-Bresse;0087743005;a;2;1;46.200351, 5.215063;01000;Bourg-en-Bresse;Ain;Rhône-Alpes
Grésy-sur-Isère;0087741611;c;1;1;45.594432, 6.2588584;73460;Grésy-sur-Isère;Savoie;Rhône-Alpes
Virieu-le-Grand - Belley;0087741504;c;1;1;45.8482817, 5.6536162;01510;Virieu-le-Grand;Ain;Rhône-Alpes
Pont-de-Beauvoisin;0087741470;b;1;1;45.524636, 5.680772;38480;Pont-de-Beauvoisin;Isère;Rhône-Alpes
Saint-Pierre-d'Albigny;0087741223;b;1;1;45.557397, 6.156151;73250;Saint-Pierre-d'Albigny;Savoie;Rhône-Alpes
Chindrieux;0087741116;c;1;1;45.8034376, 5.8468876;73310;Chindrieux;Savoie;Rhône-Alpes
Retournac;0087734749;c;1;1;45.2013468, 4.0361169;43130;Retournac;Haute-Loire;Auvergne
Noirétable;0087734509;c;1;1;45.816024, 3.7611423;42440;Noirétable;Loire;Rhône-Alpes
Thiers;0087734475;c;1;1;45.8610502, 3.5431798;63300;Thiers;Puy-de-Dôme;Auvergne
Lezoux;0087734442;c;1;1;45.8212175, 3.385986;63190;Lezoux;Puy-de-Dôme;Auvergne
Vertaizon;0087734426;b;1;1;45.784543, 3.288269;63910;Vertaizon;Puy-de-Dôme;Auvergne
Luc;0087734368;c;1;1;44.654092, 3.8915631;48250;Luc;Lozère;Languedoc-Roussillon
Paulhaguet;0087734293;c;1;1;45.2101978, 3.5004445;43230;Paulhaguet;Haute-Loire;Auvergne
Le Breuil-sur-Couze;0087734228;c;1;1;45.4670838, 3.2621478;63340;Breuil-sur-Couze;Puy-de-Dôme;Auvergne
Aubiat;0087734111;c;1;1;45.983812, 3.1605115;63260;Aubiat;Puy-de-Dôme;Auvergne
Gerzat;0087734046;c;1;1;45.8335879, 3.1431045;63360;Gerzat;Puy-de-Dôme;Auvergne
Royat - Chamalières;0087734038;c;1;1;45.7676495, 3.0615022;63130;Royat;Puy-de-Dôme;Auvergne
Aurec;0087726760;c;1;1;45.3711611, 4.1983439;43110;Aurec-sur-Loire;Haute-Loire;Auvergne
La Ricamarie;0087726703;c;1;1;45.4041516, 4.360686;42150;Ricamarie;Loire;Rhône-Alpes
Bonson;0087726414;c;1;1;45.5221941, 4.2163084;42160;Bonson;Loire;Rhône-Alpes
Saint-Étienne Bellevue;0087726190;b;1;1;45.417128, 4.392734;42000;Saint-Étienne;Loire;Rhône-Alpes
Saint-Étienne La Terrasse;0087726158;b;1;1;45.464843, 4.379601;42000;Saint-Étienne;Loire;Rhône-Alpes
Vaucresson;0087382267;b;;1;48.83688, 2.15255;92420;Vaucresson;Hauts-de-Seine;Île-de-France
Garches - Marnes-la-Coquette;0087382259;b;;1;48.83839, 2.18692;92380;Garches;Hauts-de-Seine;Île-de-France
Conflans-Sainte-Honorine;0087381897;b;;1;48.99646, 2.09783;78700;Conflans-Sainte-Honorine;Yvelines;Île-de-France
Herblay;0087381889;b;;1;48.99042, 2.16208;95220;Herblay;Val-d'Oise;Île-de-France
Cormeilles-en-Parisis;0087381863;b;;1;48.96864, 2.19358;95240;Cormeilles-en-Parisis;Val-d'Oise;Île-de-France
Meulan - Hardricourt;0087381830;b;;1;49.00564, 1.90213;78250;Hardricourt;Yvelines;Île-de-France
Vaux-sur-Seine;0087381814;b;;1;49.00699, 1.96342;78740;Vaux-sur-Seine;Yvelines;Île-de-France
