Intitulé gare;Code UIC;Segment DRG;Niveau de service;Nombre plateformes;WGS 84;Code postal;Commune;Département;Région
La Forest-Landerneau;0087474221;c;1;1;48.4263093, -4.3074515;29800;Forest-Landerneau;Finistère;Bretagne
Frynaudour;0087473876;c;1;1;48.7275919, -3.1284527;22860;Plourivo;Côtes-d'Armor;Bretagne
Coat Guégan;0087473579;c;1;1;48.4803156, -3.2738023;22390;Pont-Melvez;Côtes-d'Armor;Bretagne
Le Pénity;0087473553;c;1;1;48.3646275, -3.4763815;22850;Duault;Côtes-d'Armor;Bretagne
Carhaix;0087473504;c;1;1;48.2780022, -3.5622173;29270;Carhaix-Plouguer;Finistère;Bretagne
Plounérin;0087473199;c;1;1;48.5816298, -3.5682311;22780;Plounérin;Côtes-d'Armor;Bretagne
Plouaret Trégor;0087473181;c;1;1;48.6062816, -3.4668231;22420;Plouaret;Côtes-d'Armor;Bretagne
Plouvara - Plerneuf;0087473132;c;1;1;48.508585, -2.8925136;22170;Plouvara;Côtes-d'Armor;Bretagne
La Méaugon;0087473124;c;1;1;48.4996127, -2.8439358;22440;Méaugon;Côtes-d'Armor;Bretagne
Pontchaillou;0087471391;b;1;1;48.11918, -1.69107;35033;Rennes;Ille-et-Vilaine;Bretagne
Massérac;0087471227;c;1;1;47.6745316, -1.9144441;44290;Massérac;Loire-Atlantique;Pays de la Loire
L'Hermitage - Mordelles;0087471060;c;1;1;48.123142, -1.8192987;35590;Hermitage;Ille-et-Vilaine;Bretagne
Bruz;0087471037;c;1;1;48.0286, -1.7518088;35170;Bruz;Ille-et-Vilaine;Bretagne
Granville;0087447680;b;2;1;48.838456, -1.587757;50400;Granville;Manche;Basse-Normandie
Valognes;0087447284;b;1;1;49.505454, -1.47986;50700;Valognes;Manche;Basse-Normandie
Saint-Lô;0087447003;b;2;1;49.116975, -1.099525;50000;Saint-Lô;Manche;Basse-Normandie
Sainte-Gauburge;0087444604;c;1;1;48.7172632, 0.4281082;61370;Sainte-Gauburge-Sainte-Colombe;Orne;Basse-Normandie
Le Merlerault;0087444588;c;1;1;48.7024888, 0.2832169;61240;Merlerault;Orne;Basse-Normandie
Surdon;0087444562;c;1;1;48.6647685, 0.1344097;61570;Château-d'Almenêches;Orne;Basse-Normandie
Dives - Cabourg;0087444414;c;1;1;49.2864776, -0.1074996;14390;Dives-sur-Mer;Calvados;Basse-Normandie
Villers-sur-Mer;0087444398;c;1;1;49.3159865, 0.0099283;14640;Villers-sur-Mer;Calvados;Basse-Normandie
Mézidon;0087444208;b;1;1;49.071, -0.07496;14270;Mézidon-Canon;Calvados;Basse-Normandie
Bayeux;0087444067;b;2;1;49.269836, -0.698056;14400;Bayeux;Calvados;Basse-Normandie
Rougemont Chanteloup;0087431791;b;;1;48.930895, 2.51502;93270;Sevran;Seine-Saint-Denis;Île-de-France
Vernon - Giverny;0087415604;b;2;1;49.091336, 1.47857;27200;Vernon;Eure;Haute-Normandie
Glos - Montfort;0087415349;c;1;1;49.2715983, 0.6828396;27290;Glos-sur-Risle;Eure;Haute-Normandie
Auffay;0087415158;b;1;1;49.716044, 1.098441;76720;Auffay;Seine-Maritime;Haute-Normandie
Saint-Aubin-sur-Scie;0087415125;c;1;1;49.8717479, 1.0666642;76550;Saint-Aubin-sur-Scie;Seine-Maritime;Haute-Normandie
Épouville;0087413732;c;1;1;49.563814, 0.2236662;76133;Épouville;Seine-Maritime;Haute-Normandie
Harfleur;0087413302;c;1;1;49.5136336, 0.1989828;76700;Harfleur;Seine-Maritime;Haute-Normandie
Serqueux;0087411470;c;1;1;49.6315093, 1.5395267;76440;Serqueux;Seine-Maritime;Haute-Normandie
Sotteville;0087411223;c;1;1;49.4129479, 1.102362;76300;Sotteville-lès-Rouen;Seine-Maritime;Haute-Normandie
Saint-Étienne-du-Rouvray;0087411215;c;1;1;49.3771553, 1.1095673;76800;Saint-Étienne-du-Rouvray;Seine-Maritime;Haute-Normandie
Rouen Rive Droite;0087411017;a;3;1;49.448764, 1.094087;76000;Rouen;Seine-Maritime;Haute-Normandie
Mouans-Sartoux;0087401323;b;1;1;43.620318, 6.974114;06370;Mouans-Sartoux;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Aubigné-Racan;0087396572;c;1;1;47.686945, 0.2657714;72800;Aubigné-Racan;Sarthe;Pays de la Loire
Noyen;0087396374;c;1;1;47.8744544, -0.0981755;72430;Noyen-sur-Sarthe;Sarthe;Pays de la Loire
Montfort-le-Gesnois;0087396291;c;1;1;48.0405657, 0.4064237;72450;Montfort-le-Gesnois;Sarthe;Pays de la Loire
Champagné;0087396275;c;1;1;48.0197118, 0.3352253;72470;Champagné;Sarthe;Pays de la Loire
Rouessé-Vassé;0087396259;c;1;1;48.1602933, -0.1995868;72140;Rouessé-Vassé;Sarthe;Pays de la Loire
Crissé;0087396226;c;1;1;48.1681334, -0.0659101;72140;Crissé;Sarthe;Pays de la Loire
Montbizot;0087396044;c;1;1;48.151513, 0.1908607;72380;Montbizot;Sarthe;Pays de la Loire
Courtalain - Saint-Pellerin;0087394494;c;1;1;48.0735988, 1.1270043;28290;Saint-Pellerin;Eure-et-Loir;Centre
Magny - Blandainville;0087394429;c;1;1;48.3342906, 1.2811066;28120;Magny;Eure-et-Loir;Centre
La Loupe;0087394254;b;1;1;48.4737398, 1.0109416;28240;Loupe;Eure-et-Loir;Centre
Lucé;0087394015;c;1;1;48.4366725, 1.4529681;28110;Lucé;Eure-et-Loir;Centre
Trappes;0087393835;b;;1;48.7751158, 2.0066335;78190;Trappes;Yvelines;Île-de-France
Gravigny Balizy;0087393645;b;;1;48.6851718, 2.317846;91160;Longjumeau;Essonne;Île-de-France
Bourth;0087393603;c;1;1;48.7658425, 0.804747;27580;Bourth;Eure;Haute-Normandie
Garancières - La Queue;0087393439;b;;1;48.8106338, 1.7647546;78890;Garancières;Yvelines;Île-de-France
Beynes;0087393363;b;;1;48.8593599, 1.8755696;78650;Beynes;Yvelines;Île-de-France
Pont du Garigliano - Hôpital Européen Georges Pompidou;0087393322;b;;1;48.839464, 2.2712276;75015;Paris;Paris;Île-de-France
Rambouillet;0087393314;b;;1;48.64377, 1.83154;78120;Rambouillet;Yvelines;Île-de-France
Bellevue;0087393116;b;;1;48.8190033, 2.2296743;92360;Meudon;Hauts-de-Seine;Île-de-France
Meudon;0087393108;b;;1;48.8147527, 2.2410999;92190;Meudon;Hauts-de-Seine;Île-de-France
Issy;0087393074;b;;1;48.8201001, 2.2593469;92130;Issy-les-Moulineaux;Hauts-de-Seine;Île-de-France
Javel;0087393066;b;;1;48.8462046, 2.2768401;75015;Paris;Paris;Île-de-France
Champ de Mars Tour Eiffel;0087393058;b;;1;48.8551134, 2.2892141;75015;Paris;Paris;Île-de-France
Invalides;0087393033;b;;1;48.8619133, 2.3150151;75007;Paris;Paris;Île-de-France
Conches;0087387159;b;1;1;48.9623603, 0.9378895;27190;Conches-en-Ouche;Eure;Haute-Normandie
La Bonneville-sur-Iton;0087387142;c;1;1;48.9884615, 1.035014;27190;Bonneville-sur-Iton;Eure;Haute-Normandie
Aubergenville Élisabethville;0087386730;b;;1;48.971825, 1.8484987;78410;Aubergenville;Yvelines;Île-de-France
Poissy;0087386573;b;;1;48.9329014, 2.0413676;78300;Poissy;Yvelines;Île-de-France
Munster Badischhof;0087386540;c;1;1;48.0390754, 7.1528861;68140;Munster;Haut-Rhin;Alsace
Nanterre Université;0087386318;b;;1;48.90122, 2.2158277;92000;Nanterre;Hauts-de-Seine;Île-de-France
La Garenne-Colombes;0087386003;b;;1;48.9093952, 2.2396414;92250;Garenne-Colombes;Hauts-de-Seine;Île-de-France
Viroflay Rive Droite;0087382887;b;;1;48.8056695, 2.1683208;78220;Viroflay;Yvelines;Île-de-France
Saint-Germain-en-Laye Grande Ceinture;0087382804;b;;1;48.9032098, 2.0733132;78100;Saint-Germain-en-Laye;Yvelines;Île-de-France
Sèvres - Ville-d'Avray;0087382341;b;;1;48.82746, 2.20051;92310;Sèvres;Hauts-de-Seine;Île-de-France
Crépy-en-Valois;0087271593;b;1;1;49.231235, 2.8864694;60800;Crépy-en-Valois;Oise;Picardie
Aéroport Charles de Gaulle 2 TGV;0087271494 0087001479;a b;3;2;49.003652, 2.570892;95700;Roissy-en-France;Val-d'Oise;Île-de-France
Sevran Beaudottes;0087271445;b;;1;48.94743, 2.52474;93270;Sevran;Seine-Saint-Denis;Île-de-France
Drancy;0087271403;b;;1;48.93298, 2.45497;93700;Drancy;Seine-Saint-Denis;Île-de-France
Le Bourget;0087271395;b;;1;48.93096, 2.42571;93350;Bourget;Seine-Saint-Denis;Île-de-France
La Courneuve - Aubervilliers;0087271304;b;;1;48.9242, 2.38443;93120;Courneuve;Seine-Saint-Denis;Île-de-France
Gennevilliers;0087271205;b;;1;48.93368, 2.30699;92230;Gennevilliers;Hauts-de-Seine;Île-de-France
Épinay-sur-Seine;0087271148;b;;1;48.9542084, 2.3026142;93800;Épinay-sur-Seine;Seine-Saint-Denis;Île-de-France
Sarre-Union;0087215459;c;1;1;48.9360172, 7.0850443;67260;Sarre-Union;Bas-Rhin;Alsace
Saales;0087214783;c;1;1;48.3471556, 7.1103726;67420;Saales;Bas-Rhin;Alsace
Rothau;0087214726;b;1;1;48.4590026, 7.2074902;67570;Rothau;Bas-Rhin;Alsace
Schirmeck - La Broque;0087214692;b;1;1;48.47973, 7.21594;67130;Schirmeck;Bas-Rhin;Alsace
Russ Hersbach;0087214684;c;1;1;48.4982211, 7.2519246;67130;Wisches;Bas-Rhin;Alsace
Dachstein;0087214551;c;1;1;48.5428546, 7.5330038;67120;Dachstein;Bas-Rhin;Alsace
Duppigheim;0087214536;c;1;1;48.5439674, 7.5868091;67120;Duppigheim;Bas-Rhin;Alsace
Holtzheim;0087214510;c;1;1;48.555688, 7.6630912;67810;Holtzheim;Bas-Rhin;Alsace
Obernai;0087214288;b;1;1;48.46219, 7.48881;67210;Obernai;Bas-Rhin;Alsace
Eichhoffen;0087214239;c;1;1;48.3824829, 7.4495524;67140;Eichhoffen;Bas-Rhin;Alsace
Kogenheim;0087214114;c;1;1;48.3389532, 7.5353085;67230;Kogenheim;Bas-Rhin;Alsace
Ingwiller;0087213785;b;1;1;48.8723277, 7.477155;67340;Ingwiller;Bas-Rhin;Alsace
Gundershoffen;0087213223;c;1;1;48.905261, 7.6535345;67110;Gundershoffen;Bas-Rhin;Alsace
Haguenau;0087213058;b;1;1;48.8134498, 7.7827255;67500;Haguenau;Bas-Rhin;Alsace
Mothern;0087212456;c;1;1;48.9347327, 8.1615803;67470;Mothern;Bas-Rhin;Alsace
Roppenheim;0087212415;c;1;1;48.8510962, 8.0623108;67930;Roppenheim;Bas-Rhin;Alsace
Rountzenheim;0087212373;c;1;1;48.820435, 8.0119078;67480;Rountzenheim;Bas-Rhin;Alsace
Strasbourg Roethig;0087212191;c;1;1;48.5632897, 7.6950455;67200;Strasbourg;Bas-Rhin;Alsace
Stephansfeld;0087212126;c;1;1;48.7175872, 7.7045946;67170;Brumath;Bas-Rhin;Alsace
Vendenheim;0087212118;c;1;1;48.6659659, 7.7177824;67550;Vendenheim;Bas-Rhin;Alsace
Mundolsheim;0087212100;c;1;1;48.6447732, 7.721389;67450;Mundolsheim;Bas-Rhin;Alsace
Bitche;0087193821;c;1;1;49.04838, 7.4321;57230;Bitche;Moselle;Lorraine
Enchenberg;0087193805;c;1;1;49.01614, 7.33372;57415;Enchenberg;Moselle;Lorraine
Sarreinsming;0087193631;c;1;1;49.086306, 7.1120387;57115;Sarreinsming;Moselle;Lorraine
Saint-Avold;0087193318;b;1;1;49.085873, 6.7206141;57500;Saint-Avold;Moselle;Lorraine
Hombourg-Haut;0087193276;c;1;1;49.1261085, 6.7742703;57470;Hombourg-Haut;Moselle;Lorraine
Valleroy - Moineville;0087192732;c;1;1;49.2056957, 5.9360165;54910;Valleroy;Meurthe-et-Moselle;Lorraine
Conflans - Jarny;0087192666;b;1;1;49.1662895, 5.8681853;54800;Jarny;Meurthe-et-Moselle;Lorraine
Bénestroff;0087192302;c;1;1;48.90656, 6.75266;57670;Bénestroff;Moselle;Lorraine
Sanry-sur-Nied;0087192229;c;1;1;49.0445991, 6.3399775;57530;Sanry-sur-Nied;Moselle;Lorraine
Courcelles-sur-Nied;0087192211;c;1;1;49.0634035, 6.3109926;57530;Courcelles-sur-Nied;Moselle;Lorraine
Gandrange - Amnéville;0087191742;c;1;1;49.2608222, 6.1358897;57175;Amnéville;Moselle;Lorraine
Auboué;0087191684;c;1;1;49.216163, 5.9714608;54580;Auboué;Meurthe-et-Moselle;Lorraine
Sierck-les-Bains;0087191635;c;1;1;49.4440155, 6.3500946;57480;Sierck-les-Bains;Moselle;Lorraine
Kuntzig;0087191312;c;1;1;49.349918, 6.2345596;57110;Kuntzig;Moselle;Lorraine
Yutz;0087191304;c;1;1;49.361354, 6.2093949;57110;Yutz;Moselle;Lorraine
Aillevillers;0087185629;c;1;1;47.9138876, 6.3372988;70320;Corbenay;Haute-Saône;Franche-Comté
Luxeuil-les-Bains;0087185595;c;1;1;47.8148606, 6.3726593;70300;Luxeuil-les-Bains;Haute-Saône;Franche-Comté
Héricourt;0087184507;b;1;1;47.5729701, 6.7691977;70400;Héricourt;Haute-Saône;Franche-Comté
Bantzenheim;0087182840;c;1;1;47.8109675, 7.5038675;68490;Bantzenheim;Haut-Rhin;Alsace
Metzeral;0087182816;c;1;1;48.0133301, 7.0733383;68380;Metzeral;Haut-Rhin;Alsace
Breitenbach;0087182659;c;1;1;48.0285326, 7.1040522;68380;Breitenbach-Haut-Rhin;Haut-Rhin;Alsace
Wesserling;0087182618;c;1;1;47.8899651, 6.997519;68470;Fellering;Haut-Rhin;Alsace
Luttenbach-près-Munster;0087182543;c;1;1;48.0352559, 7.1186307;68140;Luttenbach-près-Munster;Haut-Rhin;Alsace
Walbach;0087182360;c;1;1;48.0580062, 7.2334758;68230;Walbach;Haut-Rhin;Alsace
Rouffach;0087182337;b;1;1;47.9602481, 7.312455;68250;Rouffach;Haut-Rhin;Alsace
Habsheim;0087182089;b;1;1;47.737691, 7.417979;68440;Habsheim;Haut-Rhin;Alsace
Mulhouse;0087182063;a;3;1;47.742224, 7.342396;68053;Mulhouse;Haut-Rhin;Alsace
Vieux-Thann Zone Industrielle;0087181289;c;1;1;47.8020615, 7.1326428;68800;Vieux-Thann;Haut-Rhin;Alsace
Tagolsheim;0087181057;c;1;1;47.6549682, 7.2641437;68720;Tagolsheim;Haut-Rhin;Alsace
Flaxlanden;0087181040;c;1;1;47.6986924, 7.3044703;68720;Flaxlanden;Haut-Rhin;Alsace
Étain;0087175794;c;1;1;49.2074907, 5.6398079;55400;Étain;Meuse;Lorraine
Les Islettes;0087175711;c;1;1;49.10635, 5.00184;55120;Islettes;Meuse;Lorraine
Commercy;0087175257;b;1;1;48.765749, 5.58861;55200;Commercy;Meuse;Lorraine
Chevillon;0087175117;c;1;1;48.5245505, 5.1117843;52170;Chevillon;Haute-Marne;Champagne-Ardenne
Joinville;0087175091;c;1;1;48.4442977, 5.143503;52300;Joinville;Haute-Marne;Champagne-Ardenne
Amagne - Lucquy;0087172262;c;1;1;49.5238187, 4.4738775;08300;Coucy;Ardennes;Champagne-Ardenne
Vrigne-Meuse;0087172221;c;1;1;49.7010822, 4.8438063;08350;Vrigne-Meuse;Ardennes;Champagne-Ardenne
Lumes;0087172189;c;1;1;49.7327973, 4.7833571;08440;Lumes;Ardennes;Champagne-Ardenne
Vireux-Molhain;0087172114;c;1;1;50.0827968, 4.7233909;08320;Vireux-Molhain;Ardennes;Champagne-Ardenne
Monthermé;0087172056;b;1;1;49.865621, 4.74053;08800;Monthermé;Ardennes;Champagne-Ardenne
Bogny-sur-Meuse;0087172049;c;1;1;49.8583117, 4.7632317;08120;Bogny-sur-Meuse;Ardennes;Champagne-Ardenne
Saint-Erme;0087171751;c;1;1;49.5269865, 3.8576502;02820;Saint-Erme-Outre-et-Ramecourt;Aisne;Picardie
Guignicourt;0087171736;b;1;1;49.434862, 3.961334;02190;Guignicourt;Aisne;Picardie
Loivre;0087171728;c;1;1;49.3466786, 3.9906699;51220;Loivre;Marne;Champagne-Ardenne
Sept-Saulx;0087171645;c;1;1;49.1511332, 4.2569742;51400;Sept-Saulx;Marne;Champagne-Ardenne
Fère-en-Tardenois;0087171371;c;1;1;49.2085631, 3.5042685;02130;Fère-en-Tardenois;Aisne;Picardie
Fismes;0087171330;b;1;1;49.310665, 3.68213;51170;Fismes;Marne;Champagne-Ardenne
Jonchery-sur-Vesle;0087171314;b;1;1;49.290057, 3.819422;51140;Jonchery-sur-Vesle;Marne;Champagne-Ardenne
Stade de France Saint-Denis;0087164780;b;;1;48.91779, 2.35134;93200;Saint-Denis;Seine-Saint-Denis;Île-de-France
Éloyes;0087144436;c;1;1;48.087067, 6.6001593;88510;Éloyes;Vosges;Lorraine
Colroy - Lubine;0087144386;c;1;1;48.3145855, 7.1317294;88490;Colroy-la-Grande;Vosges;Lorraine
Martigny-les-Bains;0087144295;c;1;1;48.1086889, 5.8255764;88320;Martigny-les-Bains;Vosges;Lorraine
Châtel - Nomexy;0087144071;b;1;1;48.307156, 6.387807;88330;Nomexy;Vosges;Lorraine
Lépanges;0087144048;c;1;1;48.1727165, 6.6722884;88600;Lépanges-sur-Vologne;Vosges;Lorraine
Donjeux;0087142273;c;1;1;48.3658544, 5.1482245;52300;Donjeux;Haute-Marne;Champagne-Ardenne
Dieulouard;0087141812;b;1;1;48.843367, 6.071489;54380;Dieulouard;Meurthe-et-Moselle;Lorraine
Marbache;0087141796;c;1;1;48.8010405, 6.1091755;54820;Marbache;Meurthe-et-Moselle;Lorraine
Pompey;0087141788;c;1;1;48.77304, 6.13061;54340;Pompey;Meurthe-et-Moselle;Lorraine
Diarville;0087141648;c;1;1;48.3975653, 6.1264922;54930;Diarville;Meurthe-et-Moselle;Lorraine
Pont-Saint-Vincent;0087141523;c;1;1;48.6023732, 6.1031502;54550;Pont-Saint-Vincent;Meurthe-et-Moselle;Lorraine
Bayon;0087141218;b;1;1;48.468046, 6.322569;54290;Bayon;Meurthe-et-Moselle;Lorraine
Rosières-aux-Salines;0087141127;b;1;1;48.60563, 6.350457;54110;Rosières-aux-Salines;Meurthe-et-Moselle;Lorraine
Laneuveville-devant-Nancy;0087141093;c;1;1;48.65564, 6.22792;54410;Laneuveville-devant-Nancy;Meurthe-et-Moselle;Lorraine
Jarville-la-Malgrange;0087141010;c;1;1;48.6698381, 6.2024643;54140;Jarville-la-Malgrange;Meurthe-et-Moselle;Lorraine
Oulchy - Breny;0087116699;c;1;1;49.1876743, 3.3524421;02210;Breny;Aisne;Picardie
Crouy-sur-Ourcq;0087116640;b;;1;49.091821, 3.063081;77840;Crouy-sur-Ourcq;Seine-et-Marne;Île-de-France
Isles - Armentières - Congis;0087116616;c;;1;48.9980994, 3.0072998;77440;Isles-les-Meldeuses;Seine-et-Marne;Île-de-France
Montry - Condé;0087116400;c;;1;48.8908268, 2.8262345;77450;Montry;Seine-et-Marne;Île-de-France
Esbly;0087116327;b;;1;48.90314191, 2.81059946;77450;Esbly;Seine-et-Marne;Île-de-France
Faremoutiers - Pommeuse;0087116277;b;;1;48.808494, 2.993109;77515;Pommeuse;Seine-et-Marne;Île-de-France
Marles-en-Brie;0087116228;b;;1;48.733976, 2.868099;77610;Houssaye-en-Brie;Seine-et-Marne;Île-de-France
Saint-Ouen-l'Aumône Quartier de l'Église;0087381426;b;;1;49.03997, 2.10369;95310;Saint-Ouen-l'Aumône;Val-d'Oise;Île-de-France
Gournay - Ferrières;0087381293;c;1;1;49.4813674, 1.7380891;76220;Ferrières-en-Bray;Seine-Maritime;Haute-Normandie
Gisors;0087381244;b;1;1;49.28512, 1.78455;27140;Gisors;Eure;Haute-Normandie
Chars;0087381194;b;;1;49.16268, 1.93671;95750;Chars;Val-d'Oise;Île-de-France
Osny;0087381145;b;;1;49.06283, 2.05771;95520;Osny;Val-d'Oise;Île-de-France
Saint-Germain-en-Laye Bel-Air - Fourqueux;0087366922;b;;1;48.89494, 2.0705;78100;Saint-Germain-en-Laye;Yvelines;Île-de-France
Saint-Sébastien Frêne Rond;0087354597;c;1;1;47.1903914, -1.4957437;44230;Saint-Sébastien-sur-Loire;Loire-Atlantique;Pays de la Loire
Cattenières;0087345587;c;1;1;50.1280738, 3.3337877;59217;Cattenières;Nord;Nord-Pas-de-Calais
Bertry;0087345553;c;1;1;50.0911265, 3.4489955;59980;Bertry;Nord;Nord-Pas-de-Calais
Cantin;0087345413;c;1;1;50.3124545, 3.121943;59169;Cantin;Nord;Nord-Pas-de-Calais
Bauvin - Provin;0087345280;b;1;1;50.51168, 2.9054;59221;Bauvin;Nord;Nord-Pas-de-Calais
Meurchin;0087345272;c;1;1;50.4970516, 2.8930903;62410;Meurchin;Pas-de-Calais;Nord-Pas-de-Calais
Libercourt;0087345256;b;2;1;50.48025, 3.00867;62820;Libercourt;Pas-de-Calais;Nord-Pas-de-Calais
Leforest;0087345223;b;1;1;50.4278, 3.05977;62790;Leforest;Pas-de-Calais;Nord-Pas-de-Calais
Pont de la Deûle;0087345207;c;1;1;50.39813, 3.08503;59128;Flers-en-Escrebieux;Nord;Nord-Pas-de-Calais
Billy-Montigny;0087345140;b;1;1;50.41556, 2.91206;62420;Billy-Montigny;Pas-de-Calais;Nord-Pas-de-Calais
Corbehem;0087345116;c;1;1;50.3428545, 3.0405375;62112;Corbehem;Pas-de-Calais;Nord-Pas-de-Calais
Liévin;0087345041;c;1;1;50.434139, 2.7716316;62800;Liévin;Pas-de-Calais;Nord-Pas-de-Calais
Raismes;0087343319;c;1;1;50.3902495, 3.4788322;59590;Raismes;Nord;Nord-Pas-de-Calais
Farbus;0087342527;c;1;1;50.357641, 2.8310408;62580;Farbus;Pas-de-Calais;Nord-Pas-de-Calais
Beuvry lès Béthune;0087342402;c;1;1;50.5356021, 2.6924093;62660;Beuvry;Pas-de-Calais;Nord-Pas-de-Calais
Isbergues;0087342279;b;1;1;50.61399, 2.46277;62330;Isbergues;Pas-de-Calais;Nord-Pas-de-Calais
Lillers;0087342238;b;1;1;50.56163, 2.47903;62190;Lillers;Pas-de-Calais;Nord-Pas-de-Calais
Fouquereuil;0087342204;c;1;1;50.5255091, 2.6074449;62232;Fouquereuil;Pas-de-Calais;Nord-Pas-de-Calais
Noeux;0087342139;b;1;1;50.48297, 2.67393;62390;Nœux-les-Mines;Pas-de-Calais;Nord-Pas-de-Calais
Monte-Carlo Country Club;0087338590;c;1;1;43.7543539, 7.4482077;06190;Roquebrune-Cap-Martin;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Dives-sur-Mer Port Guillaume;0087337378;c;1;1;49.2910882, -0.1008455;14160;Dives-sur-Mer;Calvados;Basse-Normandie
Neuville Université;0087334482;b;;1;49.01426, 2.07886;95000;Neuville-sur-Oise;Val-d'Oise;Île-de-France
Montluçon Rimard;0087323675;c;1;1;46.3355913, 2.6115119;03100;Montluçon;Allier;Auvergne
Eu;0087317537;c;1;1;50.0541988, 1.416837;76260;Eu;Seine-Maritime;Haute-Normandie
Woincourt;0087317511;c;1;1;50.05867, 1.537044;80520;Woincourt;Somme;Picardie
Quesnoy-le-Montant;0087317487;c;1;1;50.1089683, 1.7024945;80132;Quesnoy-le-Montant;Somme;Picardie
Blangy-sur-Ternoise;0087317248;c;1;1;50.424669, 2.1721585;62770;Blangy-sur-Ternoise;Pas-de-Calais;Nord-Pas-de-Calais
Hesdin;0087317222;c;1;1;50.378286, 2.0351881;62140;Hesdin;Pas-de-Calais;Nord-Pas-de-Calais
Maresquel;0087317206;c;1;1;50.4078186, 1.9313418;62990;Maresquel-Ecquemicourt;Pas-de-Calais;Nord-Pas-de-Calais
Brimeux;0087317180;c;1;1;50.4470409, 1.8313826;62170;Brimeux;Pas-de-Calais;Nord-Pas-de-Calais
Pont de Briques;0087317115;c;1;1;50.6828164, 1.6268038;62360;Saint-Étienne-au-Mont;Pas-de-Calais;Nord-Pas-de-Calais
Rang-du-Fliers - Verton - Berck;0087317057;b;2;1;50.41579, 1.64805;62180;Rang-du-Fliers;Pas-de-Calais;Nord-Pas-de-Calais
Montreuil-sur-Thérain;0087316406;c;1;1;49.38152, 2.2002529;60134;Montreuil-sur-Thérain;Oise;Picardie
Buire-sur-l'Ancre;0087316067;c;1;1;49.9647735, 2.5981885;80300;Buire-sur-l'Ancre;Somme;Picardie
Heilly;0087316059;c;1;1;49.9435191, 2.5396593;80113;Heilly;Somme;Picardie
Fouilloy;0087313841;c;1;1;49.7366368, 1.8260404;60220;Fouilloy;Oise;Picardie
Formerie;0087313833;c;1;1;49.6542178, 1.7229081;60220;Formerie;Oise;Picardie
Milly-sur-Thérain;0087313700;c;1;1;49.5035256, 1.988233;60112;Milly-sur-Thérain;Oise;Picardie
Hermes - Berthecourt;0087313585;c;1;1;49.3544055, 2.2416554;60370;Berthecourt;Oise;Picardie
Mouy - Bury;0087313577;b;1;1;49.32045, 2.32635;60250;Mouy;Oise;Picardie
Rosières;0087313460;b;1;1;49.82253, 2.71141;80170;Rosières-en-Santerre;Somme;Picardie
Moreuil;0087313320;b;1;1;49.77699, 2.47582;80110;Moreuil;Somme;Picardie
Hangest-sur-Somme;0087313114;c;1;1;49.9822011, 2.0661412;80310;Hangest-sur-Somme;Somme;Picardie
Longueau;0087313049;b;2;1;49.86344, 2.35215;80330;Longueau;Somme;Picardie
Dercy - Froidmont;0087297143;c;1;1;49.7025404, 3.6918473;02270;Dercy;Aisne;Picardie
La Bouteille;0087297085;c;1;1;49.8596168, 3.9817635;02140;Bouteille;Aisne;Picardie
La Fère;0087296632;b;1;1;49.65802, 3.36981;02800;Fère;Aisne;Picardie
Berlaimont;0087295808;c;1;1;50.1980095, 3.8105316;59145;Berlaimont;Nord;Nord-Pas-de-Calais
Ors;0087295667;c;1;1;50.1031718, 3.626754;59360;Ors;Nord;Nord-Pas-de-Calais
Aulnoye-Aymeries;0087295600;b;2;1;50.19749, 3.84337;59620;Aulnoye-Aymeries;Nord;Nord-Pas-de-Calais
Le Cateau;0087295220;c;1;1;50.0914606, 3.5400454;59360;Cateau-Cambrésis;Nord;Nord-Pas-de-Calais
Anor;0087295055;c;1;1;49.984892, 4.0929803;59186;Anor;Nord;Nord-Pas-de-Calais
Recquignies;0087295022;c;1;1;50.2840466, 4.0445029;59245;Recquignies;Nord;Nord-Pas-de-Calais
Ennevelin;0087287276;c;1;1;50.5492981, 3.1586612;59710;Ennevelin;Nord;Nord-Pas-de-Calais
Lille Porte de Douai;0087287250;c;1;1;50.6119054, 3.075837;59000;Lille;Nord;Nord-Pas-de-Calais
Bouvines;0087287235;c;1;1;50.5737864, 3.2021971;59830;Bouvines;Nord;Nord-Pas-de-Calais
Deûlémont;0087287185;c;1;1;50.7159172, 2.9933077;59890;Deûlémont;Nord;Nord-Pas-de-Calais
Mont de Terre;0087287128;c;1;1;50.6176672, 3.0966031;59000;Lille;Nord;Nord-Pas-de-Calais
Annappes;0087286856;c;1;1;50.6227708, 3.1475351;59650;Villeneuve-d'Ascq;Nord;Nord-Pas-de-Calais
Cysoing;0087286781;c;1;1;50.5620393, 3.2098913;59830;Cysoing;Nord;Nord-Pas-de-Calais
Ronchin;0087286534;c;1;1;50.6045664, 3.0783734;59790;Ronchin;Nord;Nord-Pas-de-Calais
Armentières;0087286146;b;2;1;50.68084, 2.87763;59280;Armentières;Nord;Nord-Pas-de-Calais
Magenta;0087281873;b;;1;48.87986, 2.35835;75010;Paris;Paris;Île-de-France
Ebblinghem;0087281469;c;1;1;50.7306459, 2.409148;59173;Ebblinghem;Nord;Nord-Pas-de-Calais
